OG1_5_4873: Emihu1|449185 Emi219|CAMPEP_0187754512 Emi379|CAMPEP_0187623120 Emi370|CAMPEP_0187672074 Emi374|CAMPEP_0187602470
OG1_5_8148: Emi219|CAMPEP_0187740518 Emi374|CAMPEP_0187594218 Emi370|CAMPEP_0187665796 Emi379|CAMPEP_0187622652 Emihu1|457692
OG1_5_8149: Emi219|CAMPEP_0187777370 Emi374|CAMPEP_0187588116 Emi370|CAMPEP_0187675946 Emi379|CAMPEP_0187646882 Emihu1|119006
OG1_5_8150: Emi219|CAMPEP_0187777776 Emi370|CAMPEP_0187679758 Emihu1|206169 Emi374|CAMPEP_0187604204 Emi379|CAMPEP_0187631514
OG1_5_8151: Emi219|CAMPEP_0187777780 Emihu1|439730 Emi379|CAMPEP_0187628890 Emi374|CAMPEP_0187582504 Emi370|CAMPEP_0187696998
OG1_5_8152: Emi219|CAMPEP_0187777784 Emi374|CAMPEP_0187578808 Emi379|CAMPEP_0187638758 Emi370|CAMPEP_0187665176 Emihu1|444122
OG1_5_8153: Emi219|CAMPEP_0187777788 Emi370|CAMPEP_0187668522 Emi374|CAMPEP_0187579228 Emi379|CAMPEP_0187637840 Emihu1|463854
OG1_5_8154: Emi219|CAMPEP_0187736798 Emi379|CAMPEP_0187655066 Emi374|CAMPEP_0187592994 Emi370|CAMPEP_0187671866 Emihu1|448711
OG1_5_8155: Emi219|CAMPEP_0187778188 Emihu1|434525 Emi374|CAMPEP_0187587020 Emi370|CAMPEP_0187687316 Emi379|CAMPEP_0187653980
OG1_5_8156: Emi219|CAMPEP_0187778580 Emi374|CAMPEP_0187587844 Emihu1|203047 Emi379|CAMPEP_0187641958 Emi370|CAMPEP_0187682304
OG1_5_8157: Emi219|CAMPEP_0187778962 Emi370|CAMPEP_0187674564 Emi379|CAMPEP_0187613334 Emihu1|64857 Emi374|CAMPEP_0187594666
OG1_5_8158: Emi219|CAMPEP_0187778970 Emi370|CAMPEP_0187666234 Emi379|CAMPEP_0187639152 Emi374|CAMPEP_0187579420 Emihu1|448870
OG1_5_8159: Emi219|CAMPEP_0187779336 Emi370|CAMPEP_0187662442 Emi374|CAMPEP_0187581530 Emi379|CAMPEP_0187648992 Emihu1|455379
OG1_5_8162: Emi219|CAMPEP_0187780044 Emihu1|453407 Emi370|CAMPEP_0187728354 Emi374|CAMPEP_0187589310 Emi379|CAMPEP_0187639094
OG1_5_8163: Emi219|CAMPEP_0187780052 Emi370|CAMPEP_0187673174 Emihu1|438851 Emi379|CAMPEP_0187626576 Emi374|CAMPEP_0187612074
OG1_5_8164: Emi219|CAMPEP_0187780058 Emi379|CAMPEP_0187622968 Emi370|CAMPEP_0187697072 Emi374|CAMPEP_0187602178 Emihu1|462761
OG1_5_8165: Emi219|CAMPEP_0187740766 Emi379|CAMPEP_0187642386 Emi370|CAMPEP_0187728406 Emihu1|436790 Emi374|CAMPEP_0187607808
OG1_5_8166: Emi219|CAMPEP_0187782042 Emi379|CAMPEP_0187616250 Emi374|CAMPEP_0187589160 Emihu1|440649 Emi370|CAMPEP_0187726478
OG1_5_8167: Emi219|CAMPEP_0187741828 Emi379|CAMPEP_0187636572 Emi374|CAMPEP_0187606608 Emi370|CAMPEP_0187688026 Emihu1|249897
OG1_5_8168: Emi219|CAMPEP_0187742104 Emihu1|459578 Emi379|CAMPEP_0187629566 Emi370|CAMPEP_0187687380 Emi374|CAMPEP_0187606954
OG1_5_8170: Emi219|CAMPEP_0187782344 Emi374|CAMPEP_0187606914 Emihu1|414255 Emi379|CAMPEP_0187617200 Emi370|CAMPEP_0187692068
OG1_5_8171: Emi219|CAMPEP_0187744308 Emihu1|219492 Emi374|CAMPEP_0187606180 Emi370|CAMPEP_0187666874 Emi379|CAMPEP_0187648826
OG1_5_8172: Emi219|CAMPEP_0187783566 Emi379|CAMPEP_0187625868 Emi374|CAMPEP_0187609872 Emi370|CAMPEP_0187716578 Emihu1|419556
OG1_5_8173: Emi219|CAMPEP_0187744516 Emi379|CAMPEP_0187612638 Emi370|CAMPEP_0187659154 Emi374|CAMPEP_0187603850 Emihu1|105579
OG1_5_8174: Emi219|CAMPEP_0187746438 Emi379|CAMPEP_0187644548 Emi374|CAMPEP_0187604754 Emi370|CAMPEP_0187704964 Emihu1|434265
OG1_5_8175: Emi219|CAMPEP_0187746436 Emihu1|448436 Emi374|CAMPEP_0187606952 Emi379|CAMPEP_0187618374 Emi370|CAMPEP_0187681392
OG1_5_8176: Emi219|CAMPEP_0187746478 Emi379|CAMPEP_0187615598 Emi370|CAMPEP_0187693072 Emihu1|351238 Emi374|CAMPEP_0187593230
OG1_5_8178: Emi219|CAMPEP_0187746994 Emi370|CAMPEP_0187725982 Emi374|CAMPEP_0187591312 Emi379|CAMPEP_0187641994 Emihu1|359359
OG1_5_8179: Emi219|CAMPEP_0187747012 Emihu1|201564 Emi370|CAMPEP_0187679368 Emi374|CAMPEP_0187601818 Emi379|CAMPEP_0187631654
OG1_5_8181: Emi219|CAMPEP_0187747040 Emi379|CAMPEP_0187656740 Emihu1|433082 Emi374|CAMPEP_0187587004 Emi370|CAMPEP_0187698254
OG1_5_8182: Emi219|CAMPEP_0187747116 Emihu1|356778 Emi379|CAMPEP_0187654090 Emi370|CAMPEP_0187678144 Emi374|CAMPEP_0187600882
OG1_5_8183: Emi219|CAMPEP_0187747172 Emihu1|122110 Emi370|CAMPEP_0187659582 Emi379|CAMPEP_0187629778 Emi374|CAMPEP_0187609034
OG1_5_8186: Emi219|CAMPEP_0187747500 Emi374|CAMPEP_0187592234 Emi379|CAMPEP_0187616562 Emi370|CAMPEP_0187685402 Emihu1|111195
OG1_5_8187: Emi219|CAMPEP_0187747498 Emi374|CAMPEP_0187575128 Emihu1|209347 Emi370|CAMPEP_0187694722 Emi379|CAMPEP_0187641114
OG1_5_8190: Emi219|CAMPEP_0187768398 Emi374|CAMPEP_0187582294 Emihu1|465318 Emi379|CAMPEP_0187645262 Emi370|CAMPEP_0187688258
OG1_5_8192: Emi219|CAMPEP_0187768782 Emi370|CAMPEP_0187688704 Emi379|CAMPEP_0187623692 Emi374|CAMPEP_0187585330 Emihu1|260267
OG1_5_8193: Emi219|CAMPEP_0187769146 Emi379|CAMPEP_0187629444 Emi370|CAMPEP_0187670888 Emi374|CAMPEP_0187588932 Emihu1|219081
OG1_5_8194: Emi219|CAMPEP_0187769156 Emihu1|438403 Emi370|CAMPEP_0187720882 Emi379|CAMPEP_0187646054 Emi374|CAMPEP_0187599804
OG1_5_8195: Emi219|CAMPEP_0187769160 Emihu1|365741 Emi379|CAMPEP_0187616398 Emi370|CAMPEP_0187688070 Emi374|CAMPEP_0187584282
OG1_5_8196: Emi219|CAMPEP_0187769552 Emi379|CAMPEP_0187615176 Emi370|CAMPEP_0187704092 Emi374|CAMPEP_0187595786 Emihu1|197369
OG1_5_8197: Emi219|CAMPEP_0187771470 Emihu1|194998 Emi374|CAMPEP_0187609068 Emi370|CAMPEP_0187672266 Emi379|CAMPEP_0187620606
OG1_5_8198: Emi219|CAMPEP_0187772226 Emi374|CAMPEP_0187577834 Emi370|CAMPEP_0187659184 Emihu1|71184 Emi379|CAMPEP_0187623184
OG1_5_8199: Emi219|CAMPEP_0187772246 Emi370|CAMPEP_0187672340 Emi374|CAMPEP_0187575292 Emi379|CAMPEP_0187620922 Emihu1|364076
OG1_5_8202: Emi219|CAMPEP_0187773016 Emihu1|456734 Emi379|CAMPEP_0187642644 Emi370|CAMPEP_0187708072 Emi374|CAMPEP_0187597120
OG1_5_8203: Emi219|CAMPEP_0187773428 Emi370|CAMPEP_0187705440 Emi374|CAMPEP_0187578272 Emihu1|454128 Emi379|CAMPEP_0187612304
OG1_5_8204: Emi219|CAMPEP_0187773814 Emi370|CAMPEP_0187678480 Emi379|CAMPEP_0187616106 Emi374|CAMPEP_0187584666 Emihu1|462270
OG1_5_8206: Emi219|CAMPEP_0187774608 Emi374|CAMPEP_0187579056 Emi370|CAMPEP_0187735334 Emihu1|45581 Emi379|CAMPEP_0187640332
OG1_5_8207: Emi219|CAMPEP_0187775380 Emi374|CAMPEP_0187591264 Emi370|CAMPEP_0187733004 Emi379|CAMPEP_0187638364 Emihu1|416928
OG1_5_8208: Emi219|CAMPEP_0187775790 Emi379|CAMPEP_0187627960 Emi370|CAMPEP_0187722718 Emi374|CAMPEP_0187595596 Emihu1|250694
OG1_5_8209: Emi219|CAMPEP_0187776178 Emi370|CAMPEP_0187705034 Emi374|CAMPEP_0187584002 Emi379|CAMPEP_0187625614 Emihu1|414809
OG1_5_8210: Emi219|CAMPEP_0187777814 Emi374|CAMPEP_0187582514 Emi370|CAMPEP_0187681916 Emi379|CAMPEP_0187643898 Emihu1|442174
OG1_5_8211: Emi219|CAMPEP_0187777820 Emihu1|439471 Emi370|CAMPEP_0187681350 Emi379|CAMPEP_0187653580 Emi374|CAMPEP_0187590280
OG1_5_8212: Emi219|CAMPEP_0187778204 Emi370|CAMPEP_0187711340 Emi379|CAMPEP_0187622984 Emi374|CAMPEP_0187598946 Emihu1|427320
OG1_5_8213: Emi219|CAMPEP_0187778206 Emihu1|427667 Emi379|CAMPEP_0187621136 Emi374|CAMPEP_0187591434 Emi370|CAMPEP_0187677630
OG1_5_8214: Emi219|CAMPEP_0187778214 Emi374|CAMPEP_0187610858 Emi379|CAMPEP_0187616294 Emi370|CAMPEP_0187730906 Emihu1|212311
OG1_5_8215: Emi219|CAMPEP_0187778216 Emi370|CAMPEP_0187681620 Emi379|CAMPEP_0187633004 Emihu1|102363 Emi374|CAMPEP_0187591554
OG1_5_8216: Emi219|CAMPEP_0187778220 Emi379|CAMPEP_0187621414 Emi374|CAMPEP_0187606198 Emi370|CAMPEP_0187704108 Emihu1|109630
OG1_5_8218: Emi219|CAMPEP_0187778622 Emihu1|442267 Emi370|CAMPEP_0187720914 Emi379|CAMPEP_0187628428 Emi374|CAMPEP_0187587526
OG1_5_8219: Emi219|CAMPEP_0187778986 Emi370|CAMPEP_0187688072 Emi374|CAMPEP_0187590256 Emi379|CAMPEP_0187638864 Emihu1|374385
OG1_5_8220: Emi219|CAMPEP_0187778988 Emi379|CAMPEP_0187628190 Emi374|CAMPEP_0187585540 Emi370|CAMPEP_0187705560 Emihu1|441142
OG1_5_8221: Emi219|CAMPEP_0187778994 Emi374|CAMPEP_0187582386 Emi370|CAMPEP_0187704328 Emi379|CAMPEP_0187619014 Emihu1|438535
OG1_5_8222: Emi219|CAMPEP_0187778996 Emihu1|96439 Emi374|CAMPEP_0187587380 Emi370|CAMPEP_0187728460 Emi379|CAMPEP_0187629236
OG1_5_8223: Emi219|CAMPEP_0187779340 Emihu1|209435 Emi379|CAMPEP_0187656028 Emi370|CAMPEP_0187732508 Emi374|CAMPEP_0187579794
OG1_5_8224: Emi219|CAMPEP_0187779344 Emi374|CAMPEP_0187602996 Emi370|CAMPEP_0187680570 Emi379|CAMPEP_0187619338 Emihu1|202851
OG1_5_8225: Emi219|CAMPEP_0187779350 Emi374|CAMPEP_0187605996 Emihu1|470649 Emi379|CAMPEP_0187622566 Emi370|CAMPEP_0187679576
OG1_5_8226: Emi219|CAMPEP_0187779354 Emi374|CAMPEP_0187584780 Emihu1|235054 Emi370|CAMPEP_0187679256 Emi379|CAMPEP_0187626840
OG1_5_8227: Emi219|CAMPEP_0187779696 Emi370|CAMPEP_0187728496 Emi374|CAMPEP_0187592636 Emi379|CAMPEP_0187621960 Emihu1|461587
OG1_5_8228: Emi219|CAMPEP_0187780074 Emi370|CAMPEP_0187665572 Emi374|CAMPEP_0187596696 Emi379|CAMPEP_0187630298 Emihu1|71449
OG1_5_8229: Emi219|CAMPEP_0187740942 Emihu1|432195 Emi374|CAMPEP_0187604096 Emi379|CAMPEP_0187614456 Emi370|CAMPEP_0187679278
OG1_5_8230: Emi219|CAMPEP_0187781050 Emi379|CAMPEP_0187621506 Emi370|CAMPEP_0187719206 Emi374|CAMPEP_0187608656 Emihu1|223939
OG1_5_8231: Emi219|CAMPEP_0187741262 Emi370|CAMPEP_0187711454 Emi379|CAMPEP_0187653802 Emi374|CAMPEP_0187581462 Emihu1|420918
OG1_5_8232: Emi219|CAMPEP_0187741390 Emi379|CAMPEP_0187635142 Emihu1|462238 Emi370|CAMPEP_0187664590 Emi374|CAMPEP_0187578474
OG1_5_8233: Emi219|CAMPEP_0187741612 Emi374|CAMPEP_0187591664 Emi379|CAMPEP_0187616896 Emihu1|360940 Emi370|CAMPEP_0187728386
OG1_5_8235: Emi219|CAMPEP_0187741858 Emihu1|463550 Emi379|CAMPEP_0187615468 Emi370|CAMPEP_0187665764 Emi374|CAMPEP_0187589186
OG1_5_8236: Emi219|CAMPEP_0187741860 Emi374|CAMPEP_0187580624 Emi379|CAMPEP_0187617280 Emi370|CAMPEP_0187679546 Emihu1|236544
OG1_5_8237: Emi219|CAMPEP_0187742120 Emihu1|366346 Emi374|CAMPEP_0187589948 Emi379|CAMPEP_0187615522 Emi370|CAMPEP_0187678000
OG1_5_8238: Emi219|CAMPEP_0187742350 Emi374|CAMPEP_0187584594 Emi370|CAMPEP_0187687302 Emi379|CAMPEP_0187652080 Emihu1|100799
OG1_5_8239: Emi219|CAMPEP_0187742368 Emi379|CAMPEP_0187655816 Emi370|CAMPEP_0187688638 Emihu1|451093 Emi374|CAMPEP_0187610054
OG1_5_8240: Emi219|CAMPEP_0187744546 Emi370|CAMPEP_0187667368 Emi379|CAMPEP_0187625398 Emi374|CAMPEP_0187611342 Emihu1|467883
OG1_5_8241: Emi219|CAMPEP_0187744536 Emihu1|438559 Emi370|CAMPEP_0187672560 Emi374|CAMPEP_0187594446 Emi379|CAMPEP_0187629666
OG1_5_8242: Emi219|CAMPEP_0187737630 Emi370|CAMPEP_0187673446 Emihu1|438661 Emi379|CAMPEP_0187621524 Emi374|CAMPEP_0187578222
OG1_5_8243: Emi219|CAMPEP_0187747342 Emihu1|453373 Emi374|CAMPEP_0187582382 Emi379|CAMPEP_0187646184 Emi370|CAMPEP_0187670644
OG1_5_8245: Emi219|CAMPEP_0187737636 Emi370|CAMPEP_0187711568 Emihu1|461210 Emi374|CAMPEP_0187592958 Emi379|CAMPEP_0187655466
OG1_5_8246: Emi219|CAMPEP_0187747396 Emi374|CAMPEP_0187588012 Emi370|CAMPEP_0187729842 Emi379|CAMPEP_0187635542 Emihu1|66660
OG1_5_8247: Emi219|CAMPEP_0187747442 Emi370|CAMPEP_0187702322 Emihu1|442605 Emi379|CAMPEP_0187629852 Emi374|CAMPEP_0187590674
OG1_5_8248: Emi219|CAMPEP_0187747778 Emihu1|69405 Emi379|CAMPEP_0187642540 Emi374|CAMPEP_0187589562 Emi370|CAMPEP_0187705588
OG1_5_8249: Emi219|CAMPEP_0187747780 Emi370|CAMPEP_0187702880 Emi379|CAMPEP_0187622524 Emihu1|238909 Emi374|CAMPEP_0187603882
OG1_5_8251: Emi219|CAMPEP_0187747824 Emi374|CAMPEP_0187589474 Emihu1|105039 Emi379|CAMPEP_0187645524 Emi370|CAMPEP_0187682912
OG1_5_8252: Emi219|CAMPEP_0187747854 Emi379|CAMPEP_0187615744 Emi370|CAMPEP_0187705324 Emihu1|435363 Emi374|CAMPEP_0187603032
OG1_5_8253: Emi219|CAMPEP_0187747866 Emi370|CAMPEP_0187711546 Emi379|CAMPEP_0187619852 Emi374|CAMPEP_0187575136 Emihu1|55935
OG1_5_8255: Emi219|CAMPEP_0187737722 Emi370|CAMPEP_0187727144 Emi379|CAMPEP_0187642780 Emi374|CAMPEP_0187592222 Emihu1|448114
OG1_5_8256: Emi219|CAMPEP_0187748082 Emi374|CAMPEP_0187599882 Emi379|CAMPEP_0187617664 Emihu1|68433 Emi370|CAMPEP_0187699564
OG1_5_8258: Emi219|CAMPEP_0187748128 Emi370|CAMPEP_0187682400 Emi379|CAMPEP_0187628186 Emihu1|433327 Emi374|CAMPEP_0187577766
OG1_5_8259: Emi219|CAMPEP_0187748130 Emi370|CAMPEP_0187688722 Emihu1|447594 Emi374|CAMPEP_0187575534 Emi379|CAMPEP_0187625812
OG1_5_8260: Emi219|CAMPEP_0187748144 Emi370|CAMPEP_0187682464 Emi379|CAMPEP_0187636540 Emi374|CAMPEP_0187594744 Emihu1|452632
OG1_5_8261: Emi219|CAMPEP_0187748162 Emihu1|204730 Emi379|CAMPEP_0187642602 Emi374|CAMPEP_0187574918 Emi370|CAMPEP_0187692644
OG1_5_8262: Emi219|CAMPEP_0187768414 Emi379|CAMPEP_0187653742 Emi370|CAMPEP_0187659516 Emi374|CAMPEP_0187609772 Emihu1|460033
OG1_5_8263: Emi219|CAMPEP_0187768426 Emihu1|448739 Emi374|CAMPEP_0187610232 Emi379|CAMPEP_0187628614 Emi370|CAMPEP_0187712222
OG1_5_8264: Emi219|CAMPEP_0187739718 Emi370|CAMPEP_0187678378 Emi374|CAMPEP_0187589416 Emi379|CAMPEP_0187613056 Emihu1|467332
OG1_5_8266: Emi219|CAMPEP_0187769574 Emi379|CAMPEP_0187637200 Emi370|CAMPEP_0187678594 Emi374|CAMPEP_0187585068 Emihu1|453665
OG1_5_8268: Emi219|CAMPEP_0187769940 Emi374|CAMPEP_0187577734 Emi370|CAMPEP_0187688538 Emi379|CAMPEP_0187623204 Emihu1|212525
OG1_5_8269: Emi219|CAMPEP_0187770354 Emihu1|200257 Emi379|CAMPEP_0187658078 Emi370|CAMPEP_0187731444 Emi374|CAMPEP_0187604942
OG1_5_8271: Emi219|CAMPEP_0187770746 Emi374|CAMPEP_0187604570 Emi370|CAMPEP_0187689600 Emihu1|194329 Emi379|CAMPEP_0187657048
OG1_5_8272: Emi219|CAMPEP_0187771114 Emi379|CAMPEP_0187640098 Emi370|CAMPEP_0187682106 Emihu1|213534 Emi374|CAMPEP_0187605080
OG1_5_8273: Emi219|CAMPEP_0187771878 Emi374|CAMPEP_0187583332 Emi370|CAMPEP_0187735976 Emi379|CAMPEP_0187646212 Emihu1|55608
OG1_5_8274: Emi219|CAMPEP_0187772248 Emi370|CAMPEP_0187687248 Emihu1|466849 Emi379|CAMPEP_0187632850 Emi374|CAMPEP_0187602102
OG1_5_8275: Emi219|CAMPEP_0187772658 Emi370|CAMPEP_0187673874 Emi374|CAMPEP_0187606606 Emi379|CAMPEP_0187645602 Emihu1|107489
OG1_5_8278: Emi219|CAMPEP_0187773444 Emi370|CAMPEP_0187678316 Emi374|CAMPEP_0187577118 Emi379|CAMPEP_0187637028 Emihu1|448412
OG1_5_8280: Emi219|CAMPEP_0187773854 Emi370|CAMPEP_0187704816 Emi379|CAMPEP_0187628688 Emi374|CAMPEP_0187588156 Emihu1|449153
OG1_5_8281: Emi219|CAMPEP_0187774232 Emihu1|438547 Emi370|CAMPEP_0187702142 Emi379|CAMPEP_0187621602 Emi374|CAMPEP_0187611394
OG1_5_8282: Emi219|CAMPEP_0187774614 Emihu1|465735 Emi374|CAMPEP_0187600884 Emi370|CAMPEP_0187690926 Emi379|CAMPEP_0187613236
OG1_5_8283: Emi219|CAMPEP_0187774622 Emi379|CAMPEP_0187636732 Emi370|CAMPEP_0187658930 Emihu1|428171 Emi374|CAMPEP_0187587320
OG1_5_8284: Emi219|CAMPEP_0187774992 Emihu1|109685 Emi374|CAMPEP_0187603038 Emi370|CAMPEP_0187660584 Emi379|CAMPEP_0187628334
OG1_5_8285: Emi219|CAMPEP_0187775404 Emihu1|467636 Emi379|CAMPEP_0187628478 Emi374|CAMPEP_0187586162 Emi370|CAMPEP_0187701780
OG1_5_8287: Emi219|CAMPEP_0187775804 Emi374|CAMPEP_0187604214 Emi379|CAMPEP_0187640498 Emihu1|202968 Emi370|CAMPEP_0187687692
OG1_5_8288: Emi219|CAMPEP_0187776628 Emi370|CAMPEP_0187723242 Emi379|CAMPEP_0187622448 Emihu1|357497 Emi374|CAMPEP_0187585392
OG1_5_8289: Emi219|CAMPEP_0187776630 Emi379|CAMPEP_0187627424 Emi370|CAMPEP_0187704654 Emihu1|456008 Emi374|CAMPEP_0187596596
OG1_5_8291: Emi219|CAMPEP_0187777824 Emi374|CAMPEP_0187606764 Emi379|CAMPEP_0187627998 Emi370|CAMPEP_0187687274 Emihu1|209140
OG1_5_8292: Emi219|CAMPEP_0187777828 Emi370|CAMPEP_0187690948 Emi379|CAMPEP_0187613806 Emihu1|435210 Emi374|CAMPEP_0187607708
OG1_5_8293: Emi219|CAMPEP_0187777840 Emi379|CAMPEP_0187628722 Emi370|CAMPEP_0187704130 Emi374|CAMPEP_0187588488 Emihu1|204982
OG1_5_8294: Emi219|CAMPEP_0187777848 Emi379|CAMPEP_0187636758 Emi374|CAMPEP_0187579338 Emi370|CAMPEP_0187703650 Emihu1|441122
OG1_5_8295: Emi219|CAMPEP_0187806334 Emi374|CAMPEP_0187585862 Emi370|CAMPEP_0187690124 Emi379|CAMPEP_0187655020 Emihu1|435226
OG1_5_8296: Emi219|CAMPEP_0187806342 Emihu1|436681 Emi379|CAMPEP_0187649648 Emi370|CAMPEP_0187666406 Emi374|CAMPEP_0187577872
OG1_5_8297: Emi219|CAMPEP_0187806502 Emihu1|443866 Emi379|CAMPEP_0187657290 Emi370|CAMPEP_0187666422 Emi374|CAMPEP_0187578298
OG1_5_8299: Emi219|CAMPEP_0187806510 Emi379|CAMPEP_0187614994 Emihu1|461839 Emi374|CAMPEP_0187606834 Emi370|CAMPEP_0187730736
OG1_5_8300: Emi219|CAMPEP_0187806512 Emihu1|355518 Emi374|CAMPEP_0187610076 Emi379|CAMPEP_0187618572 Emi370|CAMPEP_0187674716
OG1_5_8304: Emi219|CAMPEP_0187807684 Emi379|CAMPEP_0187633624 Emi370|CAMPEP_0187692066 Emihu1|460972 Emi374|CAMPEP_0187596036
OG1_5_8305: Emi219|CAMPEP_0187808036 Emi374|CAMPEP_0187593336 Emi370|CAMPEP_0187732868 Emi379|CAMPEP_0187642038 Emihu1|440160
OG1_5_8306: Emi219|CAMPEP_0187808336 Emi370|CAMPEP_0187693378 Emi374|CAMPEP_0187590556 Emi379|CAMPEP_0187653864 Emihu1|439642
OG1_5_8307: Emi219|CAMPEP_0187808454 Emi379|CAMPEP_0187634814 Emihu1|216985 Emi374|CAMPEP_0187594772 Emi370|CAMPEP_0187706702
OG1_5_8308: Emi219|CAMPEP_0187808490 Emihu1|201557 Emi379|CAMPEP_0187657940 Emi374|CAMPEP_0187582492 Emi370|CAMPEP_0187671868
OG1_5_8309: Emi219|CAMPEP_0187808542 Emihu1|435472 Emi370|CAMPEP_0187727772 Emi374|CAMPEP_0187606650 Emi379|CAMPEP_0187618024
OG1_5_8310: Emi219|CAMPEP_0187808552 Emi379|CAMPEP_0187657252 Emi374|CAMPEP_0187593838 Emi370|CAMPEP_0187722542 Emihu1|439394
OG1_5_8311: Emi219|CAMPEP_0187808556 Emi370|CAMPEP_0187678568 Emihu1|218715 Emi379|CAMPEP_0187634580 Emi374|CAMPEP_0187579698
OG1_5_8312: Emi219|CAMPEP_0187808562 Emi379|CAMPEP_0187629874 Emi370|CAMPEP_0187699318 Emi374|CAMPEP_0187596074 Emihu1|236915
OG1_5_8313: Emi219|CAMPEP_0187808638 Emi379|CAMPEP_0187656866 Emi374|CAMPEP_0187585476 Emi370|CAMPEP_0187729698 Emihu1|219274
OG1_5_8314: Emi219|CAMPEP_0187808644 Emi374|CAMPEP_0187574932 Emi379|CAMPEP_0187628980 Emihu1|121059 Emi370|CAMPEP_0187731884
OG1_5_8316: Emi219|CAMPEP_0187761016 Emihu1|216481 Emi370|CAMPEP_0187678324 Emi379|CAMPEP_0187630684 Emi374|CAMPEP_0187601832
OG1_5_8318: Emi219|CAMPEP_0187761460 Emihu1|455406 Emi374|CAMPEP_0187607068 Emi379|CAMPEP_0187656756 Emi370|CAMPEP_0187660944
OG1_5_8319: Emi219|CAMPEP_0187761472 Emi370|CAMPEP_0187722044 Emi374|CAMPEP_0187588888 Emi379|CAMPEP_0187637690 Emihu1|465547
OG1_5_8320: Emi219|CAMPEP_0187761474 Emi379|CAMPEP_0187634824 Emi370|CAMPEP_0187697250 Emihu1|466089 Emi374|CAMPEP_0187605942
OG1_5_8321: Emi219|CAMPEP_0187761482 Emi374|CAMPEP_0187588734 Emi379|CAMPEP_0187617238 Emi370|CAMPEP_0187672318 Emihu1|430351
OG1_5_8322: Emi219|CAMPEP_0187761706 Emi370|CAMPEP_0187703824 Emi374|CAMPEP_0187604448 Emi379|CAMPEP_0187633646 Emihu1|453346
OG1_5_8323: Emi219|CAMPEP_0187761728 Emihu1|361296 Emi374|CAMPEP_0187585250 Emi370|CAMPEP_0187678022 Emi379|CAMPEP_0187614846
OG1_5_8324: Emi219|CAMPEP_0187761984 Emi374|CAMPEP_0187605246 Emi370|CAMPEP_0187721094 Emi379|CAMPEP_0187620502 Emihu1|435784
OG1_5_8325: Emi219|CAMPEP_0187761992 Emihu1|436409 Emi374|CAMPEP_0187592348 Emi370|CAMPEP_0187696290 Emi379|CAMPEP_0187635574
OG1_5_8326: Emi219|CAMPEP_0187761990 Emihu1|466113 Emi379|CAMPEP_0187637410 Emi370|CAMPEP_0187720724 Emi374|CAMPEP_0187589304
OG1_5_8329: Emi219|CAMPEP_0187806356 Emihu1|442686 Emi374|CAMPEP_0187610608 Emi379|CAMPEP_0187622560 Emi370|CAMPEP_0187719276
OG1_5_8331: Emi219|CAMPEP_0187806526 Emi379|CAMPEP_0187632892 Emi370|CAMPEP_0187704978 Emi374|CAMPEP_0187579594 Emihu1|414772
OG1_5_8332: Emi219|CAMPEP_0187806944 Emi374|CAMPEP_0187610958 Emi370|CAMPEP_0187705028 Emi379|CAMPEP_0187612704 Emihu1|452040
OG1_5_8333: Emi219|CAMPEP_0187807176 Emi379|CAMPEP_0187655138 Emi374|CAMPEP_0187586186 Emihu1|444990 Emi370|CAMPEP_0187659892
OG1_5_8334: Emi219|CAMPEP_0187807172 Emihu1|466422 Emi379|CAMPEP_0187634822 Emi374|CAMPEP_0187610396 Emi370|CAMPEP_0187675586
OG1_5_8336: Emi219|CAMPEP_0187807690 Emi370|CAMPEP_0187661402 Emi379|CAMPEP_0187655382 Emi374|CAMPEP_0187609270 Emihu1|436167
OG1_5_8338: Emi219|CAMPEP_0187808464 Emi374|CAMPEP_0187588930 Emihu1|450918 Emi370|CAMPEP_0187723824 Emi379|CAMPEP_0187631118
OG1_5_8339: Emi219|CAMPEP_0187808468 Emi379|CAMPEP_0187616158 Emi374|CAMPEP_0187578766 Emihu1|433731 Emi370|CAMPEP_0187706492
OG1_5_8340: Emi219|CAMPEP_0187808582 Emihu1|437198 Emi379|CAMPEP_0187632754 Emi370|CAMPEP_0187715030 Emi374|CAMPEP_0187581166
OG1_5_8341: Emi219|CAMPEP_0187760692 Emi379|CAMPEP_0187627088 Emi370|CAMPEP_0187688318 Emi374|CAMPEP_0187578138 Emihu1|417468
OG1_5_8342: Emi219|CAMPEP_0187760666 Emi370|CAMPEP_0187677884 Emihu1|246801 Emi374|CAMPEP_0187578762 Emi379|CAMPEP_0187655438
OG1_5_8343: Emi219|CAMPEP_0187760676 Emi370|CAMPEP_0187696868 Emi379|CAMPEP_0187622700 Emi374|CAMPEP_0187602580 Emihu1|355073
OG1_5_8344: Emi219|CAMPEP_0187760850 Emihu1|450611 Emi370|CAMPEP_0187698776 Emi374|CAMPEP_0187588528 Emi379|CAMPEP_0187629356
OG1_5_8345: Emi219|CAMPEP_0187761044 Emi370|CAMPEP_0187705140 Emi374|CAMPEP_0187575478 Emi379|CAMPEP_0187658682 Emihu1|200201
OG1_5_8346: Emi219|CAMPEP_0187761054 Emi374|CAMPEP_0187599058 Emi379|CAMPEP_0187649066 Emi370|CAMPEP_0187669878 Emihu1|458082
