KeggID	Kegg Definition	Module ID	Module Definition	Submodule1	Submodule2	SuperModule
K07658	phoB1, phoP; two-component system, OmpR family, alkaline phosphatase synthesis response regulator PhoP	M00434	PhoR-PhoB (phosphate starvation response) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07768	senX3; two-component system, OmpR family, sensor histidine kinase SenX3 [EC:2.7.13.3]	M00443	SenX3-RegX3 (phosphate starvation response) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07776	regX3; two-component system, OmpR family, response regulator RegX3	M00443	SenX3-RegX3 (phosphate starvation response) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07637	phoQ; two-component system, OmpR family, sensor histidine kinase PhoQ [EC:2.7.13.3]	M00444	PhoQ-PhoP (magnesium transport) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07660	phoP; two-component system, OmpR family, response regulator PhoP	M00444	PhoQ-PhoP (magnesium transport) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07638	envZ; two-component system, OmpR family, osmolarity sensor histidine kinase EnvZ [EC:2.7.13.3]	M00445	EnvZ-OmpR (osmotic stress response) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07659	ompR; two-component system, OmpR family, phosphate regulon response regulator OmpR	M00445	EnvZ-OmpR (osmotic stress response) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07639	rstB; two-component system, OmpR family, sensor histidine kinase RstB [EC:2.7.13.3]	M00446	RstB-RstA two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07661	rstA; two-component system, OmpR family, response regulator RstA	M00446	RstB-RstA two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07640	cpxA; two-component system, OmpR family, sensor histidine kinase CpxA [EC:2.7.13.3]	M00447	CpxA-CpxR (envelope stress response) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07662	cpxR; two-component system, OmpR family, response regulator CpxR	M00447	CpxA-CpxR (envelope stress response) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07650	cssS; two-component system, OmpR family, sensor histidine kinase CssS [EC:2.7.13.3]	M00448	CssS-CssR (secretion stress response) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07770	cssR; two-component system, OmpR family, response regulator CssR	M00448	CssS-CssR (secretion stress response) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07641	creC; two-component system, OmpR family, sensor histidine kinase CreC [EC:2.7.13.3]	M00449	CreC-CreB (phosphate regulation) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07663	creB; two-component system, OmpR family, catabolic regulation response regulator CreB	M00449	CreC-CreB (phosphate regulation) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07642	baeS; two-component system, OmpR family, sensor histidine kinase BaeS [EC:2.7.13.3]	M00450	BaeS-BaeR (envelope stress response) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07664	baeR; two-component system, OmpR family, response regulator BaeR	M00450	BaeS-BaeR (envelope stress response) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07643	basS; two-component system, OmpR family, sensor histidine kinase BasS [EC:2.7.13.3]	M00451	BasS-BasR (antimicrobial peptide resistance) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07771	basR; two-component system, OmpR family, response regulator BasR	M00451	BasS-BasR (antimicrobial peptide resistance) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07644	cusS, copS, silS; two-component system, OmpR family, heavy metal sensor histidine kinase CusS [EC:2.7.13.3]	M00452	CusS-CusR (copper tolerance) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07665	cusR, copR, silR; two-component system, OmpR family, copper resistance phosphate regulon response regulator CusR	M00452	CusS-CusR (copper tolerance) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07645	qseC; two-component system, OmpR family, sensor histidine kinase QseC [EC:2.7.13.3]	M00453	QseC-QseB (quorum sensing) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07666	qseB; two-component system, OmpR family, response regulator QseB	M00453	QseC-QseB (quorum sensing) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07646	kdpD; two-component system, OmpR family, sensor histidine kinase KdpD [EC:2.7.13.3]	M00454	KdpD-KdpE (potassium transport) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07667	kdpE; two-component system, OmpR family, KDP operon response regulator Kdp	M00454	KdpD-KdpE (potassium transport) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07647	torS; two-component system, OmpR family, sensor histidine kinase TorS [EC:2.7.13.3]	M00455	TorS-TorR (TMAO respiration) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07772	torR; two-component system, OmpR family, torCAD operon response regulator TorR	M00455	TorS-TorR (TMAO respiration) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07648	arcB; two-component system, OmpR family, aerobic respiration control sensor histidine kinase ArcB [EC:2.7.13.3]	M00456	ArcB-ArcA (anoxic redox control) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07773	arcA; two-component system, OmpR family, aerobic respiration control protein ArcA	M00456	ArcB-ArcA (anoxic redox control) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07649	tctE; two-component system, OmpR family, sensor histidine kinase TctE [EC:2.7.13.3]	M00457	TctE-TctD (tricarboxylic acid transport) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07774	tctD; two-component system, OmpR family, response regulator TctD	M00457	TctE-TctD (tricarboxylic acid transport) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07651	resE; two-component system, OmpR family, sensor histidine kinase ResE [EC:2.7.13.3]	M00458	ResE-ResD (aerobic and anaerobic respiration) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07775	resD; two-component system, OmpR family, response regulator ResD	M00458	ResE-ResD (aerobic and anaerobic respiration) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07652	vicK; two-component system, OmpR family, sensor histidine kinase VicK [EC:2.7.13.3]	M00459	VicK-VicR (cell wall metabolism) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07668	vicR; two-component system, OmpR family, response regulator VicR	M00459	VicK-VicR (cell wall metabolism) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07653	mprB; two-component system, OmpR family, sensor histidine kinase MprB [EC:2.7.13.3]	M00460	MprB-MprA (maintenance of persistent infection) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07669	mprA; two-component system, OmpR family, response regulator MprA	M00460	MprB-MprA (maintenance of persistent infection) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07654	mtrB; two-component system, OmpR family, sensor histidine kinase MtrB [EC:2.7.13.3]	M00461	MtrB-MtrA (osmotic stress response) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07670	mtrA; two-component system, OmpR family, response regulator MtrA	M00461	MtrB-MtrA (osmotic stress response) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07655	prrB; two-component system, OmpR family, sensor histidine kinase PrrB [EC:2.7.13.3]	M00462	PrrB-PrrA (intracellular multiplication) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07671	prrA; two-component system, OmpR family, response regulator PrrA	M00462	PrrB-PrrA (intracellular multiplication) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07656	trcS; two-component system, OmpR family, sensor histidine kinase TrcS [EC:2.7.13.3]	M00463	TrcS-TrcR two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07672	trcR; two-component system, OmpR family, response regulator TrcR	M00463	TrcS-TrcR two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K11328	nrsS, rppB; two-component system, OmpR family, Ni(II)-sensor and/or redox sensor kinase NrsS [EC:2.7.13.3]	M00464	NrsS-NrsR (nickel tolerance) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K11330	nrsR, rppA; two-component system, OmpR family, Ni(II)-responsive and/or redox-responsive regulator NrsR	M00464	NrsS-NrsR (nickel tolerance) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K11520	manS; two-component system, OmpR family, manganese sensing sensor histidine kinase [EC:2.7.13.3]	M00465	ManS-ManR (manganese homeostasis) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K11521	K11521, manR; two-component system, OmpR family, manganese sensing response regulator	M00465	ManS-ManR (manganese homeostasis) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07769	nblS; two-component system, OmpR family, sensor histidine kinase NblS [EC:2.7.13.3]	M00466	NblS-NblR (photosynthesis) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K11332	nblR; two-component system, OmpR family, response regulator NblR	M00466	NblS-NblR (photosynthesis) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K08479	sasA; two-component system, OmpR family, clock-associated histidine kinase SasA [EC:2.7.13.3]	M00467	SasA-RpaAB (circadian timing mediating) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K10697	rpaA; two-component system, OmpR family, response regulator RpaA	M00467	SasA-RpaAB (circadian timing mediating) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K11329	rpaB; two-component system, OmpR family, response regulator RpaB	M00467	SasA-RpaAB (circadian timing mediating) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K10681	saeS; two-component system, OmpR family, sensor histidine kinase SaeS [EC:2.7.13.3]	M00468	SaeS-SaeR (staphylococcal virulence regulation) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K10682	saeR; two-component system, OmpR family, response regulator SaeR	M00468	SaeS-SaeR (staphylococcal virulence regulation) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K11629	bceS; two-component system, OmpR family, bacitracin resistance sensor histidine kinase BceS [EC:2.7.13.3]	M00469	BceS-BceR (bacitracin transport) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K11630	bceR; two-component system, OmpR family, bacitracin resistance response regulator BceR	M00469	BceS-BceR (bacitracin transport) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K11633	yxdK; two-component system, OmpR family, sensor histidine kinase YxdK [EC:2.7.13.3]	M00470	YxdK-YxdJ (antimicrobial peptide response) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K11634	yxdJ; two-component system, OmpR family, response regulator YxdJ	M00470	YxdK-YxdJ (antimicrobial peptide response) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07673	narX; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarX [EC:2.7.13.3]	M00471	NarX-NarL (nitrate respiration) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07684	narL; two-component system, NarL family, nitrate/nitrite response regulator NarL	M00471	NarX-NarL (nitrate respiration) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07674	narQ; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarQ [EC:2.7.13.3]	M00472	NarQ-NarP (nitrate respiration) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07685	narP; two-component system, NarL family, nitrate/nitrite response regulator NarP	M00472	NarQ-NarP (nitrate respiration) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07675	uhpB; two-component system, NarL family, sensor histidine kinase UhpB [EC:2.7.13.3]	M00473	UhpB-UhpA (hexose phosphates uptake) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07686	uhpA; two-component system, NarL family, uhpT operon response regulator UhpA	M00473	UhpB-UhpA (hexose phosphates uptake) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07677	rcsC; two-component system, NarL family, capsular synthesis sensor histidine kinase RcsC [EC:2.7.13.3]	M00474	RcsC-RcsD-RcsB (capsule synthesis) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07676	rcsD; two-component system, NarL family, sensor histidine kinase RcsD [EC:2.7.13.3]	M00474	RcsC-RcsD-RcsB (capsule synthesis) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07687	rcsB; two-component system, NarL family, captular synthesis response regulator RcsB	M00474	RcsC-RcsD-RcsB (capsule synthesis) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07678	barA; two-component system, NarL family, sensor histidine kinase BarA [EC:2.7.13.3]	M00475	BarA-UvrY (central carbon metabolism) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07689	uvrY; two-component system, NarL family, invasion response regulator UvrY	M00475	BarA-UvrY (central carbon metabolism) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07680	comP; two-component system, NarL family, sensor histidine kinase ComP [EC:2.7.13.3]	M00476	ComP-ComA (competence) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07691	comA; two-component system, NarL family, competent response regulator ComA	M00476	ComP-ComA (competence) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07679	evgS, bvgS; two-component system, NarL family, sensor histidine kinase EvgS [EC:2.7.13.3]	M00477	EvgS-EvgA (acid and drug tolerance) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07690	evgA, bvgA; two-component system, NarL family, response regulator EvgA	M00477	EvgS-EvgA (acid and drug tolerance) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07777	degS; two-component system, NarL family, sensor histidine kinase DegS [EC:2.7.13.3]	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07692	degU; two-component system, NarL family, response regulator DegU	M00478	DegS-DegU (multicellular behavior control) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07778	desK; two-component system, NarL family, sensor histidine kinase DesK [EC:2.7.13.3]	M00479	DesK-DesR (membrane lipid fluidity regulation) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07693	desR; two-component system, NarL family, response regulator DesR	M00479	DesK-DesR (membrane lipid fluidity regulation) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07681	vraS; two-component system, NarL family, vancomycin resistance sensor histidine kinase VraS [EC:2.7.13.3]	M00480	VraS-VraR (cell-wall peptidoglycan synthesis) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07694	vraR; two-component system, NarL family, vancomycin resistance associated response regulator VraR	M00480	VraS-VraR (cell-wall peptidoglycan synthesis) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K11617	liaS; two-component system, NarL family, sensor histidine kinase LiaS [EC:2.7.13.3]	M00481	LiaS-LiaR (cell wall stress response) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K11618	liaR; two-component system, NarL family, response regulator LiaR	M00481	LiaS-LiaR (cell wall stress response) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07682	devS; two-component system, NarL family, sensor histidine kinase DevS [EC:2.7.13.3]	M00482	DevS-DevR (redox response) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07695	devR; two-component system, NarL family, response regulator DevR	M00482	DevS-DevR (redox response) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07683	nreB; two-component system, NarL family, sensor histidine kinase NreB [EC:2.7.13.3]	M00483	NreB-NreC (dissimilatory nitrate/nitrite reduction) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07696	nreC; two-component system, NarL family, response regulator NreC	M00483	NreB-NreC (dissimilatory nitrate/nitrite reduction) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K11623	ydfH; two-component system, NarL family, sensor histidine kinase YdfH [EC:2.7.13.3]	M00484	YdfH-YdfI two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K11624	ydfI; two-component system, NarL family, response regulator YdfI	M00484	YdfH-YdfI two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K02491	kinA; two-component system, sporulation sensor kinase A [EC:2.7.13.3]	M00485	KinABCDE-Spo0FA (sporulation control) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07697	kinB; two-component system, sporulation sensor kinase B [EC:2.7.13.3]	M00485	KinABCDE-Spo0FA (sporulation control) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07698	kinC; two-component system, sporulation sensor kinase C [EC:2.7.13.3]	M00485	KinABCDE-Spo0FA (sporulation control) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K13532	kinD; two-component system, sporulation sensor kinase D [EC:2.7.13.3]	M00485	KinABCDE-Spo0FA (sporulation control) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K13533	kinE; two-component system, sporulation sensor kinase E [EC:2.7.13.3]	M00485	KinABCDE-Spo0FA (sporulation control) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K02490	spo0F; two-component system, response regulator, stage 0 sporulation protein F	M00485	KinABCDE-Spo0FA (sporulation control) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07699	spo0A; two-component system, response regulator, stage 0 sporulation protein A	M00485	KinABCDE-Spo0FA (sporulation control) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07700	dpiB, citA; two-component system, CitB family, cit operon sensor histidine kinase CitA [EC:2.7.13.3]	M00486	CitA-CitB (citrate fermentation) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07702	dpiA, citB; two-component system, CitB family, response regulator CitB	M00486	CitA-CitB (citrate fermentation) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K11637	citS; two-component system, CitB family, sensor histidine kinase CitS [EC:2.7.13.3]	M00487	CitS-CitT (magnesium-citrate transport) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K11638	K11638, citT; two-component system, CitB family, response regulator CitT	M00487	CitS-CitT (magnesium-citrate transport) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07701	dcuS; two-component system, CitB family, sensor histidine kinase DcuS [EC:2.7.13.3]	M00488	DcuS-DcuR (C4-dicarboxylate metabolism) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07703	dcuR; two-component system, CitB family, response regulator DcuR	M00488	DcuS-DcuR (C4-dicarboxylate metabolism) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K11691	K11691, dctS; two-component system, CitB family, sensor histidine kinase DctS [EC:2.7.13.3]	M00489	DctS-DctR (C4-dicarboxylate transport) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K11692	K11692, dctR; two-component system, CitB family, response regulator DctR	M00489	DctS-DctR (C4-dicarboxylate transport) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K11614	yufL, malK; two-component system, CitB family, sensor histidine kinase MalK [EC:2.7.13.3]	M00490	MalK-MalR (malate transport) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K11615	malR; two-component system, CitB family, response regulator MalR	M00490	MalK-MalR (malate transport) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07704	lytS; two-component system, LytT family, sensor histidine kinase LytS [EC:2.7.13.3]	M00492	LytS-LytR two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07705	lytT, lytR; two-component system, LytT family, response regulator LytT	M00492	LytS-LytR two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K08082	algZ; two-component system, LytT family, sensor histidine kinase AlgZ [EC:2.7.13.3]	M00493	AlgZ-AlgR (alginate production) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K08083	algR; two-component system, LytT family, response regulator AlgR	M00493	AlgZ-AlgR (alginate production) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K11640	natK; two-component system, LytT family, sensor histidine kinase NatK [EC:2.7.13.3]	M00494	NatK-NatR (sodium extrusion) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K11641	natR; two-component system, LytT family, response regulator NatR	M00494	NatK-NatR (sodium extrusion) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07706	agrC; two-component system, AgrA family, sensor histidine kinase AgrC [EC:2.7.13.-]	M00495	AgrC-AgrA (exoprotein synthesis) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07707	agrA; two-component system, AgrA family, response regulator AgrA	M00495	AgrC-AgrA (exoprotein synthesis) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K12294	comD; two-component system, AgrA family, sensor histidine kinase ComD [EC:2.7.13.-]	M00496	ComD-ComE (competence) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K12295	comE; two-component system, AgrA family, response regulator Com	M00496	ComD-ComE (competence) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07708	glnL, ntrB; two-component system, NtrC family, nitrogen regulation sensor histidine kinase GlnL [EC:2.7.13.3]	M00497	GlnL-GlnG (nitrogen regulation) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07712	glnG, ntrC; two-component system, NtrC family, nitrogen regulation response regulator GlnG	M00497	GlnL-GlnG (nitrogen regulation) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K13598	ntrY; two-component system, NtrC family, nitrogen regulation sensor histidine kinase NtrY [EC:2.7.13.3]	M00498	NtrY-NtrX (nitrogen regulation) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K13599	ntrX; two-component system, NtrC family, nitrogen regulation response regulator NtrX	M00498	NtrY-NtrX (nitrogen regulation) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07709	zraS, hydH; two-component system, NtrC family, sensor histidine kinase HydH [EC:2.7.13.3]	M00499	HydH-HydG (metal tolerance) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07713	zraR, hydG; two-component system, NtrC family, response regulator HydG	M00499	HydH-HydG (metal tolerance) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07710	atoS; two-component system, NtrC family, sensor histidine kinase AtoS [EC:2.7.13.3]	M00500	AtoS-AtoC (cPHB biosynthesis) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07714	atoC; two-component system, NtrC family, response regulator AtoC	M00500	AtoS-AtoC (cPHB biosynthesis) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K02668	pilS; two-component system, NtrC family, sensor histidine kinase PilS [EC:2.7.13.3]	M00501	PilS-PilR (type 4 fimbriae synthesis) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K02667	pilR; two-component system, NtrC family, response regulator PilR	M00501	PilS-PilR (type 4 fimbriae synthesis) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07711	glrK, qseE; two-component system, NtrC family, sensor histidine kinase GlrK [EC:2.7.13.3]	M00502	GlrK-GlrR (amino sugar metabolism) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
K07715	glrR, qseF; two-component system, NtrC family, response regulator GlrR	M00502	GlrK-GlrR (amino sugar metabolism) two-component regulatory system [PATH:map02020] [BR:ko02022]	Two-component regulatory system	Environmental information processing	Functional set
