KeggID	K1_Kegg Definition	K1_Pathway	K1_Subgroup	K1_Group
K07936	RAN; GTP-binding nuclear protein Ran	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K14317	NUP214, CAN; nuclear pore complex protein Nup214	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K06751	MHC1; major histocompatibility complex, class I	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K01242	CD38; ADP-ribosyl cyclase 1 [EC:3.2.2.6 2.4.99.20]	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K06477	SPN, CD43; sialophorin	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K02087	CDK1, CDC2; cyclin-dependent kinase 1 [EC:2.7.11.22 2.7.11.23]	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K15978	AKAP8L, HA95; A-kinase anchor protein 8-like protein	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K03283	HSPA1_8; heat shock 70kDa protein 1/8	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K04455	HSPB1; heat shock protein beta-1	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K09543	HSPB2; heat shock protein beta-2	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K16197	YWHAB_Q_Z; 14-3-3 protein beta/theta/zeta	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K06630	YWHAE; 14-3-3 protein epsilon	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K16198	YWHAG_H; 14-3-3 protein gamma/eta	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K03124	TFIIB, GTF2B, SUA7, tfb; transcription initiation factor TFIIB	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K15979	SND1; staphylococcal nuclease domain-containing protein 1	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K03136	TFIIE1, GTF2E1, TFA1, tfe; transcription initiation factor TFIIE subunit alpha	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K03137	TFIIE2, GTF2E2, TFA2; transcription initiation factor TFIIE subunit beta	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K11406	HDAC4_5; histone deacetylase 4/5 [EC:3.5.1.98]	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K06063	SNW1, SKIIP, SKIP; SNW domain-containing protein 1	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K06065	NCOR2, SMRT; nuclear receptor co-repressor 2	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K06053	RBPSUH, RBPJK; recombining binding protein suppressor of hairless	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K09438	SPI1; transcription factor PU.1	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K06067	HDAC1_2; histone deacetylase 1/2 [EC:3.5.1.98]	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K04498	EP300, CREBBP, KAT3; E1A/CREB-binding protein [EC:2.3.1.48]	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K13784	PTMA; prothymosin alpha	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K06468	FCER2, CD23; Fc receptor, IgE, low affinity II	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K08891	FGR, SRC2; tyrosine-protein kinase Fgr [EC:2.7.10.2]	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K04377	MYC; Myc proto-oncogene protein	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K04451	TP53, P53; tumor protein p53	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K03120	TBP, tbp; transcription initiation factor TFIID TATA-box-binding protein	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K06625	CDKN1A, P21, CIP1; cyclin-dependent kinase inhibitor 1A	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K06643	MDM2; E3 ubiquitin-protein ligase Mdm2 [EC:6.3.2.19]	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K03061	PSMC2, RPT1; 26S proteasome regulatory subunit T1	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K03062	PSMC1, RPT2; 26S proteasome regulatory subunit T2	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K03063	PSMC4, RPT3; 26S proteasome regulatory subunit T3	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K03064	PSMC6, RPT4; 26S proteasome regulatory subunit T4	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K03065	PSMC3, RPT5; 26S proteasome regulatory subunit T5	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K03066	PSMC5, RPT6; 26S proteasome regulatory subunit T6	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K03028	PSMD2, RPN1; 26S proteasome regulatory subunit N1	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K03032	PSMD1, RPN2; 26S proteasome regulatory subunit N2	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K03033	PSMD3, RPN3; 26S proteasome regulatory subunit N3	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K03035	PSMD12, RPN5; 26S proteasome regulatory subunit N5	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K03036	PSMD11, RPN6; 26S proteasome regulatory subunit N6	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K03037	PSMD6, RPN7; 26S proteasome regulatory subunit N7	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K03038	PSMD7, RPN8; 26S proteasome regulatory subunit N8	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K03039	PSMD13, RPN9; 26S proteasome regulatory subunit N9	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K03029	PSMD4, RPN10; 26S proteasome regulatory subunit N10	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K03030	PSMD14, RPN11, POH1; 26S proteasome regulatory subunit N11	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K03031	PSMD8, RPN12; 26S proteasome regulatory subunit N12	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K06691	RPN13; 26S proteasome regulatory subunit N13	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K10881	SHFM1, DSS1; 26 proteasome complex subunit DSS1	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K11838	USP7, UBP15; ubiquitin carboxyl-terminal hydrolase 7 [EC:3.1.2.15]	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K04345	PKA; protein kinase A [EC:2.7.11.11]	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K03097	CSNK2A; casein kinase II subunit alpha [EC:2.7.11.1]	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K03115	CSNK2B; casein kinase II subunit beta	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K06624	CDKN1B, P27, KIP1; cyclin-dependent kinase inhibitor 1B	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K06627	CCNA; cyclin A	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K02206	CDK2; cyclin-dependent kinase 2 [EC:2.7.11.22]	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K06618	RB1; retinoblastoma-associated protein	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K03875	SKP2, FBXL1; F-box and leucine-rich repeat protein 1 (S-phase kinase-associated protein 2)	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K00922	PIK3C; phosphatidylinositol-4,5-bisphosphate 3-kinase [EC:2.7.1.153]	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K02649	PIK3R; phosphoinositide-3-kinase, regulatory subunit	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K04456	AKT; RAC serine/threonine-protein kinase [EC:2.7.11.1]	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K03083	GSK3B; glycogen synthase kinase 3 beta [EC:2.7.11.26]	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K03172	TRAF1; TNF receptor-associated factor 1	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K03173	TRAF2; TNF receptor-associated factor 2	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K03174	TRAF3; TNF receptor-associated factor 3	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K09849	TRAF5; TNF receptor-associated factor 5	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K04466	MAP3K14, NIK; mitogen-activated protein kinase kinase kinase 14 [EC:2.7.11.25]	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K04467	IKBKA, IKKA, CHUK; inhibitor of nuclear factor kappa-B kinase subunit alpha [EC:2.7.11.10]	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K09253	RELB; transcription factor RelB	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K04469	NFKB2; nuclear factor of kappa light polypeptide gene enhancer in B-cells 2	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K03171	TRADD; tumor necrosis factor receptor type 1-associated DEATH domain protein	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K02861	RIPK1, RIP1; receptor-interacting serine/threonine-protein kinase 1 [EC:2.7.11.1]	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K07210	IKBKG, IKKG, NEMO; inhibitor of nuclear factor kappa-B kinase subunit gamma	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K07209	IKBKB, IKKB; inhibitor of nuclear factor kappa-B kinase subunit beta [EC:2.7.11.10]	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K02581	NFKBIB; NF-kappa-B inhibitor beta	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K04734	NFKBIA; NF-kappa-B inhibitor alpha	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K05872	NFKBIE; NF-kappa-B inhibitor epsilon	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K02580	NFKB1; nuclear factor NF-kappa-B p105 subunit	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K04735	RELA; transcription factor p65	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K04730	IRAK1; interleukin-1 receptor-associated kinase 1 [EC:2.7.11.1]	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K03175	TRAF6; TNF receptor-associated factor 6	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K04403	MAP3K7IP1, TAB1; TAK1-binding protein 1	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K04404	MAP3K7IP2, TAB2; TAK1-binding protein 2	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K04427	MAP3K7, TAK1; mitogen-activated protein kinase kinase kinase 7 [EC:2.7.11.25]	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K04432	MAP2K3, MKK3; mitogen-activated protein kinase kinase 3 [EC:2.7.12.2]	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K04433	MAP2K6, MKK6; mitogen-activated protein kinase kinase 6 [EC:2.7.12.2]	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K04441	P38; p38 MAP kinase [EC:2.7.11.24]	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K04430	MAP2K4, MKK4; mitogen-activated protein kinase kinase 4 [EC:2.7.12.2]	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K04431	MAP2K7, MKK7; mitogen-activated protein kinase kinase 7 [EC:2.7.12.2]	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K04440	JNK; c-Jun N-terminal kinase [EC:2.7.11.24]	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K04448	JUN; transcription factor AP-1	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K04450	ATF2, CREBP1; cyclic AMP-dependent transcription factor ATF-2	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K11218	JAK3; Janus kinase 3 [EC:2.7.10.2]	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K01510	ENTPD1_3_8; apyrase [EC:3.6.1.5]	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K03160	TNFRSF5, CD40; tumor necrosis factor receptor superfamily member 5	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K06256	CD44; CD44 antigen	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K05718	ITGAL; integrin alpha L	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K06492	CD58, LFA3; CD58 antigen	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K06490	ICAM1; intercellular adhesion molecule 1	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K07606	VIM; vimentin	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K11859	TNFAIP3, A20, OTUD7C; tumor necrosis factor, alpha-induced protein 3 [EC:3.4.19.12 6.3.2.19]	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K02161	BCL2; apoptosis regulator BCL-2	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K06856	IGH; immunoglobulin heavy chain	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K05854	LYN; tyrosine-protein kinase Lyn [EC:2.7.10.2]	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K05855	SYK; spleen tyrosine kinase [EC:2.7.10.2]	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K01116	PLCG1; phosphatidylinositol phospholipase C, gamma-1 [EC:3.1.4.11]	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K05859	PLCG2; phosphatidylinositol phospholipase C, gamma-2 [EC:3.1.4.11]	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K06465	CD19; CD19 antigen	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K10591	NEDD4, RSP5; E3 ubiquitin-protein ligase NEDD4 [EC:6.3.2.19]	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K12646	DDX58, RIG-I; ATP-dependent RNA helicase DDX58 [EC:3.6.3.14]	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K04687	IFNG; interferon gamma	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K05410	TBK1; TANK-binding kinase 1 [EC:2.7.11.10]	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K05411	IRF3; interferon regulatory factor 3	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K05443	IL10, CSIF; interleukin 10	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K16194	EIF2AK1; eukaryotic translation initiation factor 2-alpha kinase 1 [EC:2.7.11.1]	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K16195	EIF2AK2; eukaryotic translation initiation factor 2-alpha kinase 2 [EC:2.7.11.1]	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K08860	EIF2AK3; eukaryotic translation initiation factor 2-alpha kinase 3 [EC:2.7.11.1]	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K16196	EIF2AK4; eukaryotic translation initiation factor 2-alpha kinase 4 [EC:2.7.11.1]	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K05134	IL10RA; interleukin 10 receptor alpha	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K05135	IL10RB; interleukin 10 receptor beta	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K11217	JAK1; Janus kinase 1 [EC:2.7.10.2]	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K11219	TYK2; non-receptor tyrosine-protein kinase TYK2 [EC:2.7.10.2]	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K04692	STAT3; signal transducer and activator of transcription 3	05169 Epstein-Barr virus infection [PATH:ko05169]	Infectious diseases	Human Diseases
K08570	EHCP; histolysain [EC:3.4.22.35]	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K04519	IL1B; interleukin 1 beta	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K04386	IL1R1; interleukin 1 receptor type I	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K04387	IL1R2; interleukin 1 receptor type II	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K02580	NFKB1; nuclear factor NF-kappa-B p105 subunit	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K04735	RELA; transcription factor p65	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K04455	HSPB1; heat shock protein beta-1	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K10955	MUC2; intestinal mucin-2	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K06236	COL1AS; collagen, type I/II/III/V/XI/XXIV/XXVII, alpha	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K06237	COL4A; collagen, type IV, alpha	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K05717	FN1; fibronectin 1	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K05637	LAMA1_2; laminin, alpha 1/2	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K06240	LAMA3_5; laminin, alpha 3/5	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K06241	LAMA4; laminin, alpha 4	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K05636	LAMB1; laminin, beta 1	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K06243	LAMB2; laminin, beta 2	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K06244	LAMB3; laminin, beta 3	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K06245	LAMB4; laminin, beta 4	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K05635	LAMC1; laminin, gamma 1	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K06246	LAMC2; laminin, gamma 2	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K06247	LAMC3; laminin, gamma 3	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K13968	CP112; cysteine proteinase	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K13969	ADH112; adhesin	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K13970	HGL; galactose-inhibitable lectin heavy subunit	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K13971	LGL; galactose-inhibitable lectin light subunit	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K13972	IGL; galactose-inhibitable lectin intermediate subunit	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K02187	CASP3; caspase 3 [EC:3.4.22.56]	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K13973	AP; pore-forming peptide ameobapore	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K06856	IGH; immunoglobulin heavy chain	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K04634	GNAQ; guanine nucleotide-binding protein G(q) subunit alpha	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K04635	GNA11; guanine nucleotide-binding protein subunit alpha-11	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K04636	GNA14; guanine nucleotide-binding protein subunit alpha-14	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K04637	GNA15; guanine nucleotide-binding protein subunit alpha-15	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K05858	PLCB; phosphatidylinositol phospholipase C, beta [EC:3.1.4.11]	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K02677	CPKC; classical protein kinase C [EC:2.7.11.13]	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K13974	EHCBP; calcium-binding protein	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K04632	GNAS; guanine nucleotide-binding protein G(s) subunit alpha	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K04633	GNAL; guanine nucleotide-binding protein G(olf) subunit alpha	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K08041	ADCY1; adenylate cyclase 1 [EC:4.6.1.1]	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K04345	PKA; protein kinase A [EC:2.7.11.11]	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K13975	PATMK; phagosome-associated TMK96	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K07887	RAB5A; Ras-related protein Rab-5A	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K07888	RAB5B; Ras-related protein Rab-5B	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K07889	RAB5C; Ras-related protein Rab-5C	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K07897	RAB7A; Ras-related protein Rab-7A	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K07898	RAB7B; Ras-related protein Rab-7B	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K10159	TLR2; toll-like receptor 2	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K10160	TLR4; toll-like receptor 4	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K04391	CD14; CD14 antigen	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K05405	IL6; interleukin 6	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K05427	CSF2, GMCSF; granulocyte-macrophage colony-stimulating factor	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K10030	IL8, CXCL8; interleukin 8	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K03156	TNFA; tumor necrosis factor superfamily, member 2	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K05406	IL12A; interleukin 12A	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K05425	IL12B; interleukin 12B	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K04687	IFNG; interferon gamma	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K05725	PTK2, FAK; focal adhesion kinase 1 [EC:2.7.10.2]	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K13976	EHPAK; p21-activated kinase	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K13977	EHLIMA; LIM domain-containing protein	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K05700	VCL; vinculin	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K05699	ACTN; actinin alpha	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K01476	E3.5.3.1, rocF, arg; arginase [EC:3.5.3.1]	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K13241	NOS2; nitric-oxide synthase, inducible [EC:1.14.13.39]	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K06464	ITGB2; integrin beta 2	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K06461	ITGAM; integrin alpha M	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K02649	PIK3R; phosphoinositide-3-kinase, regulatory subunit	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K00922	PIK3C; phosphatidylinositol-4,5-bisphosphate 3-kinase [EC:2.7.1.153]	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K13963	SERPINB; serpin B	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K01319	CTSG; cathepsin G [EC:3.4.21.20]	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K13978	ACTNL; actinin-like protein	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K05443	IL10, CSIF; interleukin 10	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K13375	TGFB1; transforming growth factor beta-1	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K13376	TGFB2; transforming growth factor beta-2	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K13377	TGFB3; transforming growth factor beta-3	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K03997	C8A; complement component 8 subunit alpha	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K03998	C8B; complement component 8 subunit beta	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K03999	C8G; complement component 8 subunit gamma	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
K04000	C9; complement component 9	05146 Amoebiasis [PATH:ko05146]	Infectious diseases	Human Diseases
